,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_random_state,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.020943562189737957,4.052336624139774e-07,0.003324270248413086,0.0004700216949061126,gini,10,0.1,0,best,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 0.1, 'random_state': 0, 'splitter': 'best'}",0.20213523131672598,0.23365785813630044,0.2836004932182491,0.23979037396257835,0.033539557846607546,28
1,0.0063067277272542315,0.000477196332974171,0.003989299138387044,1.1239159602905075e-07,gini,10,0.1,0,random,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 0.1, 'random_state': 0, 'splitter': 'random'}",0.007774538386783284,0.013579049466537343,0.005853658536585367,0.00906925866519982,0.0032839107360457644,35
2,0.04554454485575358,0.001694578075059631,0.0036569436391194663,0.0004700778604684559,gini,10,0.25,0,best,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 0.25, 'random_state': 0, 'splitter': 'best'}",0.24414478353442157,0.2548764629388817,0.3503077783995523,0.28309991822617236,0.04771490142336841,27
3,0.008975028991699219,1.9466795466607238e-07,0.002992868423461914,5.840038639982171e-07,gini,10,0.25,0,random,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 0.25, 'random_state': 0, 'splitter': 'random'}",0.04216315307057745,0.024597918637653742,0.028063610851262865,0.0316095233145395,0.007596982691802249,34
4,0.08824626604715984,0.004998655285370552,0.0033248265584309897,0.00046996554950971706,gini,10,0.5,0,best,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 0.5, 'random_state': 0, 'splitter': 'best'}",0.31022326674500583,0.30333899264289754,0.40463544181554806,0.33939055694236264,0.046211116969270535,25
5,0.012955665588378906,0.0028074858881929907,0.004321734110514323,0.00047024643778554833,gini,10,0.5,0,random,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 0.5, 'random_state': 0, 'splitter': 'random'}",0.0954861111111111,0.10051107325383304,0.14908802537668517,0.11502347705345317,0.024169521394575903,30
6,0.026431719462076824,0.0014707475148433933,0.003999074300130208,1.3599383119515142e-05,gini,100,0.1,0,best,"{'criterion': 'gini', 'max_depth': 100, 'max_features': 0.1, 'random_state': 0, 'splitter': 'best'}",0.3729649728663048,0.38053097345132747,0.3883029721955896,0.380598229891382,0.006261892363445306,5
7,0.011635065078735352,0.0004705275073815209,0.003997961680094401,1.2194876613181936e-05,gini,100,0.1,0,random,"{'criterion': 'gini', 'max_depth': 100, 'max_features': 0.1, 'random_state': 0, 'splitter': 'random'}",0.3436705643111337,0.3744640304907098,0.36134045653229724,0.35982339318966156,0.012617909554253813,23
8,0.07047812143961589,0.017204290395314823,0.005983750025431315,0.0014103459729989875,gini,100,0.25,0,best,"{'criterion': 'gini', 'max_depth': 100, 'max_features': 0.25, 'random_state': 0, 'splitter': 'best'}",0.3961789844142785,0.38625363020329134,0.36372597338590434,0.3820558452072079,0.013577322032025402,3
9,0.02403736114501953,0.0029737119682987836,0.008209705352783203,0.0012793099447540434,gini,100,0.25,0,random,"{'criterion': 'gini', 'max_depth': 100, 'max_features': 0.25, 'random_state': 0, 'splitter': 'random'}",0.3749392909179213,0.35572374645222327,0.36211972522080466,0.3642620990242689,0.007990115206760181,21
10,0.16654459635416666,0.039765415740989005,0.006316184997558594,0.00169492098228035,gini,100,0.5,0,best,"{'criterion': 'gini', 'max_depth': 100, 'max_features': 0.5, 'random_state': 0, 'splitter': 'best'}",0.38132678132678133,0.3665532328633933,0.37650457390467024,0.37479530587514237,0.006151544321648291,11
11,0.03823113441467285,0.0004703588293815774,0.007019519805908203,5.4453815266405006e-05,gini,100,0.5,0,random,"{'criterion': 'gini', 'max_depth': 100, 'max_features': 0.5, 'random_state': 0, 'splitter': 'random'}",0.38536585365853665,0.34647201946472017,0.3723608445297505,0.36806743442115486,0.01616692142929002,15
12,0.03291169802347819,0.002821253843521232,0.004321972529093425,0.0012437728111975993,gini,1000,0.1,0,best,"{'criterion': 'gini', 'max_depth': 1000, 'max_features': 0.1, 'random_state': 0, 'splitter': 'best'}",0.3729649728663048,0.38053097345132747,0.3883029721955896,0.380598229891382,0.006261892363445306,5
13,0.016622304916381836,0.0012443252256185127,0.006406466166178386,0.0005976985393837686,gini,1000,0.1,0,random,"{'criterion': 'gini', 'max_depth': 1000, 'max_features': 0.1, 'random_state': 0, 'splitter': 'random'}",0.3436705643111337,0.3744640304907098,0.36134045653229724,0.35982339318966156,0.012617909554253813,23
14,0.07283449172973633,0.017650047367807106,0.005622386932373047,0.0023359988442683394,gini,1000,0.25,0,best,"{'criterion': 'gini', 'max_depth': 1000, 'max_features': 0.25, 'random_state': 0, 'splitter': 'best'}",0.3961789844142785,0.38625363020329134,0.36372597338590434,0.3820558452072079,0.013577322032025402,3
15,0.025255839029947918,0.0012308451658850027,0.007004181543986003,1.6484058178298215e-05,gini,1000,0.25,0,random,"{'criterion': 'gini', 'max_depth': 1000, 'max_features': 0.25, 'random_state': 0, 'splitter': 'random'}",0.3749392909179213,0.35572374645222327,0.36211972522080466,0.3642620990242689,0.007990115206760181,21
16,0.17387787501017252,0.022250065504737508,0.0069713592529296875,1.4499822707876186e-05,gini,1000,0.5,0,best,"{'criterion': 'gini', 'max_depth': 1000, 'max_features': 0.5, 'random_state': 0, 'splitter': 'best'}",0.38132678132678133,0.3665532328633933,0.37650457390467024,0.37479530587514237,0.006151544321648291,11
