,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_random_state,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
17,0.025597651799519856,0.0009406615888592967,0.004987001419067383,5.840038639982171e-07,gini,1000,0.5,0,random,"{'criterion': 'gini', 'max_depth': 1000, 'max_features': 0.5, 'random_state': 0, 'splitter': 'random'}",0.3474787818272591,0.36834245893479345,0.3921951219512195,0.36933467799107744,0.01826884605939321,13
18,0.04155691464742025,0.0009399879650436765,0.005651950836181641,0.0004696845201469649,entropy,10,0.1,0,best,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 0.1, 'random_state': 0, 'splitter': 'best'}",0.3013019218846869,0.10594947025264873,0.14375000000000002,0.18368161025677796,0.08460640536380633,30
19,0.010637521743774414,0.0009405491166964253,0.006316979726155599,0.0004696282940939862,entropy,10,0.1,0,random,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 0.1, 'random_state': 0, 'splitter': 'random'}",0.005836575875486381,0.005813953488372093,0.0058309037900874635,0.005827144905932112,9.6108709460985e-06,36
20,0.1156919002532959,0.00895599129601323,0.00565187136332194,0.001243730383400422,entropy,10,0.25,0,best,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 0.25, 'random_state': 0, 'splitter': 'best'}",0.32432432432432434,0.32786885245901637,0.25136612021857924,0.3011931374349848,0.03525544983365498,28
21,0.010306199391682943,0.0012445586901267567,0.00498660405476888,0.0014103459461292593,entropy,10,0.25,0,random,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 0.25, 'random_state': 0, 'splitter': 'random'}",0.06542882404951371,0.0299625468164794,0.11272416737830915,0.06936749948246995,0.033899607211045964,34
22,0.18949524561564127,0.031549772252382785,0.004663546880086263,0.000933485280380965,entropy,10,0.5,0,best,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 0.5, 'random_state': 0, 'splitter': 'best'}",0.2978453738910013,0.3163138231631382,0.38090128755364805,0.33167919508857485,0.03560563680369105,27
23,0.01297616958618164,0.0008001296966321644,0.0033133824666341147,0.0004586770847845985,entropy,10,0.5,0,random,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 0.5, 'random_state': 0, 'splitter': 'random'}",0.1411192214111922,0.11248966087675767,0.031924882629107976,0.0951879569610285,0.0462267051079966,33
24,0.061834255854288735,0.00846235664065124,0.005651553471883138,0.0012436454472852226,entropy,100,0.1,0,best,"{'criterion': 'entropy', 'max_depth': 100, 'max_features': 0.1, 'random_state': 0, 'splitter': 'best'}",0.34751409533572525,0.3652605459057072,0.3689416419386745,0.36057012513074577,0.00935538935282915,19
25,0.020279407501220703,0.0009417295050510162,0.006648858388264974,0.000470078102315218,entropy,100,0.1,0,random,"{'criterion': 'entropy', 'max_depth': 100, 'max_features': 0.1, 'random_state': 0, 'splitter': 'random'}",0.33180661577608145,0.3663366336633664,0.37827160493827156,0.35880068117257846,0.019703497124260918,21
26,0.15658187866210938,0.010170835009230281,0.006316820780436198,0.0009403242932146254,entropy,100,0.25,0,best,"{'criterion': 'entropy', 'max_depth': 100, 'max_features': 0.25, 'random_state': 0, 'splitter': 'best'}",0.36683417085427134,0.36336779911373707,0.3937087772704211,0.37463444588065137,0.013558861820669777,3
27,0.019282182057698567,0.0009397131378438555,0.00432125727335612,0.0004709209483043148,entropy,100,0.25,0,random,"{'criterion': 'entropy', 'max_depth': 100, 'max_features': 0.25, 'random_state': 0, 'splitter': 'random'}",0.36213991769547327,0.3777668470241023,0.3847297967278136,0.37487677773096667,0.009445987661982838,1
28,0.24435528119405112,0.04805801115460116,0.005319992701212565,0.0012435818061468818,entropy,100,0.5,0,best,"{'criterion': 'entropy', 'max_depth': 100, 'max_features': 0.5, 'random_state': 0, 'splitter': 'best'}",0.3559742191373327,0.38393731635651324,0.3765524093392945,0.37215275707376144,0.011832789134887854,5
29,0.020271142323811848,0.00047719633297417096,0.004662036895751953,0.000954373282351429,entropy,100,0.5,0,random,"{'criterion': 'entropy', 'max_depth': 100, 'max_features': 0.5, 'random_state': 0, 'splitter': 'random'}",0.35569422776911075,0.3546653639472398,0.3731343283582089,0.36116303722174786,0.008473648952132231,17
30,0.07114275296529134,0.001243730337696449,0.006981452306111653,4.49566384116203e-07,entropy,1000,0.1,0,best,"{'criterion': 'entropy', 'max_depth': 1000, 'max_features': 0.1, 'random_state': 0, 'splitter': 'best'}",0.34751409533572525,0.3652605459057072,0.3689416419386745,0.36057012513074577,0.00935538935282915,19
31,0.02160922686258952,0.0012439852635714567,0.006981054941813151,0.0008143936229459194,entropy,1000,0.1,0,random,"{'criterion': 'entropy', 'max_depth': 1000, 'max_features': 0.1, 'random_state': 0, 'splitter': 'random'}",0.33180661577608145,0.3663366336633664,0.37827160493827156,0.35880068117257846,0.019703497124260918,21
32,0.14394903182983398,0.020346269809209408,0.005319118499755859,0.001244133894174652,entropy,1000,0.25,0,best,"{'criterion': 'entropy', 'max_depth': 1000, 'max_features': 0.25, 'random_state': 0, 'splitter': 'best'}",0.36683417085427134,0.36336779911373707,0.3937087772704211,0.37463444588065137,0.013558861820669777,3
33,0.017629623413085938,0.0004573793503298816,0.004320780436197917,0.0004700786666238456,entropy,1000,0.25,0,random,"{'criterion': 'entropy', 'max_depth': 1000, 'max_features': 0.25, 'random_state': 0, 'splitter': 'random'}",0.36213991769547327,0.3777668470241023,0.3847297967278136,0.37487677773096667,0.009445987661982838,1
34,0.22042067845662436,0.04540071467364658,0.003988742828369141,1.083865300574768e-06,entropy,1000,0.5,0,best,"{'criterion': 'entropy', 'max_depth': 1000, 'max_features': 0.5, 'random_state': 0, 'splitter': 'best'}",0.3559742191373327,0.38393731635651324,0.3765524093392945,0.37215275707376144,0.011832789134887854,5
35,0.020944595336914062,0.001629273664632768,0.0033228397369384766,0.00046968484287933463,entropy,1000,0.5,0,random,"{'criterion': 'entropy', 'max_depth': 1000, 'max_features': 0.5, 'random_state': 0, 'splitter': 'random'}",0.35569422776911075,0.3546653639472398,0.3731343283582089,0.36116303722174786,0.008473648952132231,17
